"Input Type (Text, audio, text+audio)",Expected Text,Expected Text Audio,"Level (N1,N2,N3)",¿Expected answer? (Yes/No),Date,Text Input,Transcribed Audio Text,ASR time,WER,RAG Answer,Procedure,RAG Status,RAG Error Menssage,¿Answer Correct?(Yes/No),RAG Time,RAG Avg Score,RAG Pages,TTS Time,Total time
Audio,nan,Go-Around,N1,Yes,12/10/2025,," Oh, we're wrong.",0.735,4.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

Above V1 the takeoff is continued unless the aircraft cannot fly.  ",REJECTED TAKEOFF,success,,,1.248,1.9033,"[8.0, 11.0, 9.0]",1.205,3.189
Audio,nan,Rejected Takeoff,N1,Yes,12/10/2025,, rejected takeoff.,0.338,0.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

_No data available_",REJECTED TAKEOFF,success,,,1.394,1.0933,"[9.0, 3.0, 5.0]",0.74,2.472
Audio,nan,Ditching,N1,Yes,12/10/2025,, stitching.,0.149,1.0,The question does not match with the context provided.,,no_match,,,0.541,1.6433,"[2.0, 9.0, 7.0]",0.074,0.763
Audio,nan,Evacuation,N1,Yes,12/10/2025,, evacuation.,0.275,0.0,"**Procedure:**

EVACUATION

**Conditions:**

Order to evacuate the aircraft.

**Steps:**

1. The parking brake is set ON.

2. The evacuation command is initiated.

3. Both engine masters are set to OFF.

4. The APU is set to OFF.

5. Air Traffic Control is informed.

**Notes:**

The crew directs passengers to the safe exits.",EVACUATION,success,,,1.442,1.09,"[9.0, 7.0, 11.0]",0.737,2.455
Audio,nan,Loss of Braking,N1,Yes,12/10/2025,, loss of braking.,0.208,0.0,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. The reversers are set to MAX.

2. Brake pedals are released.

3. The anti-skid and nose wheel steering are set to OFF.

4. Brake pedals are pressed again.

5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

Prolonged use of the parking brake is avoided to prevent wheel lock.",LOSS OF BRAKING,success,,,1.764,1.1733,"[10.0, 5.0, 9.0]",0.997,2.969
Audio,nan,Smoke or Fumes,N1,Yes,12/10/2025,, smoke or fumes.,0.196,0.0,"**Procedure:**

SMOKE OR FUMES

**Conditions:**

Detection of smoke or fumes in the cabin or avionics.

**Steps:**

1. 1. Oxygen masks are set ON with 100% oxygen.

2. 2. Crew communication is established.

3. 3. If necessary, smoke or fumes removal procedures are applied.

4. 4. Ventilation conditions are adjusted.

**Notes:**

_No data available_",SMOKE OR FUMES,success,,,1.424,1.34,"[10.0, 6.0, 6.0]",1.434,3.054
Audio,nan,Fuel Leak,N1,Yes,12/10/2025,, you'll leak.,0.273,1.0,The question does not match with the context provided.,,no_match,,,0.61,1.6033,"[10.0, 7.0, 11.0]",0.079,0.962
Audio,nan,Emergency Descent,N1,Yes,12/10/2025,, emergency descent.,0.225,0.0,"**Procedure:**

EMERGENCY DESCENT

**Conditions:**

Urgent need to lose altitude rapidly.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. Speed is set to maximum or appropriate.

4. Spoilers are set to full.

5. The selected altitude is confirmed and descent is initiated.

**Notes:**

Air Traffic Control is informed as soon as possible.",EMERGENCY DESCENT,success,,,1.606,1.0767,"[11.0, 9.0, 9.0]",0.883,2.714
Audio,nan,EGPWS Warning,N1,Yes,12/10/2025,, It was warning.,0.304,1.0,The question does not match with the context provided.,,no_match,,,0.7,1.43,"[11.0, 6.0, 6.0]",0.114,1.118
Audio,nan,Windshear Escape Maneuver,N1,Yes,12/10/2025,, Win sure escape maneuver.,0.377,0.6667,"**Procedure:**

WINDSHEAR ESCAPE MANEUVER

**Conditions:**

Encounter with windshear.

**Steps:**

1. The thrust levers are set to TOGA.

2. The autopilot is kept ON if appropriate.

3. The SRS orders are followed.

4. Configuration is not changed until out of windshear.

**Notes:**

The priority is to avoid loss of control and maintain a safe climb.",WINDSHEAR ESCAPE MANEUVER,success,,,1.607,1.17,"[11.0, 8.0, 9.0]",1.022,3.006
Audio,nan,Preflight Procedure,N1,Yes,12/10/2025,, Reflect procedure.,0.281,0.5,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.536,1.24,"[5.0, 2.0, 5.0]",0.996,2.813
Audio,nan,Cockpit Preparation,N1,Yes,12/10/2025,, cockpit preparation.,0.188,0.0,"**Procedure:**

COCKPIT PREPARATION

**Conditions:**

Before engine start.

**Steps:**

1. The overhead panel is checked.

2. The fuel quantity is checked.

3. The flight plan is entered into the MCDU.

4. The flight instruments are checked and set.

5. The takeoff performance data is inserted.

6. The briefing is completed.

**Notes:**

All systems must be set according to the flight crew operating manual.",COCKPIT PREPARATION,success,,,1.682,0.9933,"[1.0, 4.0, 10.0]",1.113,2.984
Audio,nan,Engine Start,N1,Yes,12/10/2025,, Engine start.,0.18,0.0,"**Procedure:**

ENGINE START

**Conditions:**

Aircraft ready for engine start.

**Steps:**

1. The beacon light is set to ON.

2. The parking brake is set.

3. The engine mode selector is set to IGN/START.

4. The engine master switch is set to ON for the engine to be started.

5. Engine parameters are monitored until stabilized.

**Notes:**

Ground crew is informed before start.",ENGINE START,success,,,1.569,1.1067,"[2.0, 6.0, 9.0]",1.219,2.968
Audio,nan,Before Taxi,N1,Yes,12/10/2025,, before taxi.,0.207,0.0,"**Procedure:**

BEFORE TAXI

**Conditions:**

Engines stabilized and ready to taxi.

**Steps:**

1. 1. The ground equipment is cleared.

2. 2. The flaps are set for takeoff.

3. 3. The flight controls are checked.

4. 4. The flight instruments are cross-checked.

5. 5. The taxi clearance is obtained.

**Notes:**

_No data available_",BEFORE TAXI,success,,,1.478,1.0567,"[2.0, 2.0, 3.0]",1.11,2.795
Audio,nan,Taxi,N1,Yes,12/10/2025,, taxi.,0.228,0.0,"**Procedure:**

TAXI

**Conditions:**

Taxi clearance received.

**Steps:**

1. The taxi lights are set ON.

2. The brakes are checked.

3. The nose wheel steering is confirmed operative.

4. The taxi route is followed as cleared.

**Notes:**

Taxi speed is limited according to airport procedures.",TAXI,success,,,1.375,1.1167,"[2.0, 2.0, 10.0]",0.759,2.362
Audio,nan,Before Takeoff,N1,Yes,12/10/2025,, before take.,0.206,0.5,"**Procedure:**

BEFORE TAKEOFF

**Conditions:**

Lined up or ready for takeoff clearance.

**Steps:**

1. The cabin is secured.

2. The takeoff runway is confirmed.

3. The TCAS is set to TA/RA.

4. The packs are set according to requirement.

5. The flight attendants are advised.

**Notes:**

- Final takeoff checklist is completed.",BEFORE TAKEOFF,success,,,1.508,1.3633,"[3.0, 2.0, 1.0]",0.743,2.458
Audio,nan,Takeoff,N1,Yes,12/10/2025,, take.,0.188,1.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

Above V1 the takeoff is continued unless the aircraft cannot fly.",REJECTED TAKEOFF,success,,,1.403,1.7033,"[9.0, 5.0, 8.0]",1.026,2.617
Audio,nan,After Takeoff and Climb,N1,Yes,12/10/2025,, after takeoff and climb.,0.205,0.0,"**Procedure:**

AFTER TAKEOFF AND CLIMB

**Conditions:**

after initial climb out.

**Steps:**

1. The landing gear is retracted.

2. The flaps and slats are retracted on schedule.

3. The climb thrust is set.

4. The autopilot is engaged if desired.

5. The after takeoff checklist is completed.

**Notes:**

Transition altitude is observed for setting standard pressure.",AFTER TAKEOFF AND CLIMB,success,,,1.526,0.86,"[3.0, 3.0, 8.0]",1.115,2.847
Audio,nan,Cruise,N1,Yes,12/10/2025,, cruise.,0.149,0.0,The question does not match with the context provided.,,no_match,,,0.467,1.6333,"[4.0, 1.0, 11.0]",0.073,0.689
Audio,nan,Descent Preparation,N1,Yes,12/10/2025,, descent preparation.,0.169,0.0,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.52,1.0333,"[4.0, 11.0, 9.0]",1.123,2.811
Audio,nan,Approach,N1,Yes,12/10/2025,, approach.,0.153,0.0,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.505,1.5333,"[5.0, 8.0, 9.0]",1.058,2.716
Audio,nan,Landing,N1,Yes,12/10/2025,, Landing.,0.146,0.0,"**Procedure:**

LANDING

**Conditions:**

Aircraft cleared to land.

**Steps:**

1. The landing configuration is confirmed.

2. The autopilot may be disconnected at minimums or earlier.

3. The aircraft is landed smoothly on main landing gear.

4. Reversers and brakes are used as required.

**Notes:**

1. Landing roll is monitored until safe taxi speed is reached.

2. <other_procedure>",LANDING,success,,,1.586,1.0733,"[5.0, 9.0, 8.0]",1.115,2.847
Audio,nan,After Landing,N1,Yes,12/10/2025,, after landing.,0.158,0.0,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. 1. The strobe lights are set OFF.

2. 2. The landing lights are set OFF.

3. 3. The APU is started if required.

4. 4. The flaps are retracted.

5. 5. The spoilers are disarmed.

**Notes:**

Ground clearance is obtained before taxiing to stand.",AFTER LANDING,success,,,1.633,1.0033,"[5.0, 5.0, 8.0]",0.822,2.613
Audio,nan,Parking and Securing Aircraft,N1,Yes,12/10/2025,, parking and securing aircraft.,0.19,0.0,"**Procedure:**

PARKING AND SECURING AIRCRAFT

**Conditions:**

Aircraft parked at gate or stand.

**Steps:**

1. The parking brake is set.

2. The beacon light is set OFF.

3. The engines are shut down with ENGINE MASTER set to OFF.

4. The seat belt signs are set OFF.

5. The external power is connected if available.

6. The ADIRS selectors are set to OFF.

**Notes:**

A full securing checklist is completed before leaving cockpit.",PARKING AND SECURING AIRCRAFT,success,,,1.839,1.0767,"[6.0, 9.0, 1.0]",1.427,3.455
Audio,nan,Engine Fire on Ground,N1,Yes,12/10/2025,, Engine fire on ground.,0.23,0.0,"**Procedure:**

ENGINE FIRE ON GROUND

**Conditions:**

Fire warning in engine during taxi or rejected takeoff.

**Steps:**

1. 1. The ENGINE MASTER of the affected engine is set to OFF.

2. 2. The ENG FIRE pushbutton of the affected engine is pressed.

3. 3. The AGENT 1 pushbutton is discharged.

4. 4. If the fire continues, the AGENT 2 pushbutton is discharged.

5. 5. Air Traffic Control is informed.

**Notes:**

 - If the fire cannot be extinguished, an immediate evacuation is initiated.",ENGINE FIRE ON GROUND,success,,,2.013,0.9467,"[6.0, 6.0, 10.0]",1.294,3.538
Audio,nan,Engine Fire in Flight,N1,Yes,12/10/2025,, engine fire and flight.,0.191,0.25,"**Procedure:**

ENGINE FIRE IN FLIGHT

**Conditions:**

Fire warning in engine during flight.

**Steps:**

1. 1. The thrust lever of the affected engine is set to IDLE.

2. 2. The ENGINE MASTER of the affected engine is set to OFF.

3. 3. The ENG FIRE pushbutton of the affected engine is pressed.

4. 4. The AGENT 1 pushbutton is discharged.

5. 5. If the fire continues, the AGENT 2 pushbutton is discharged.

6. 6. Speed and altitude are adjusted for a possible immediate landing.

**Notes:**

- Air Traffic Control is contacted for diversion and emergency landing.",ENGINE FIRE IN FLIGHT,success,,,2.155,0.9467,"[6.0, 6.0, 9.0]",1.458,3.804
Audio,nan,Rapid Decompression,N1,Yes,12/10/2025,, rapid decompression.,0.178,0.0,"**Procedure:**

RAPID DECOMPRESSION

**Conditions:**

Sudden loss of cabin pressure.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. An emergency descent is initiated if required.

4. The seat belt signs are set to ON.

5. Cabin crew and passengers are informed.

**Notes:**

A safe altitude below 10,000 ft is reached as soon as possible.",RAPID DECOMPRESSION,success,,,1.625,1.1367,"[7.0, 11.0, 9.0]",1.044,2.847
Audio,nan,Stall Recovery,N1,Yes,12/10/2025,, Stahl Recovery.,0.244,0.5,"**Procedure:**

STALL RECOVERY

**Conditions:**

Indication of stall or stall warning.

**Steps:**

1. Pitch attitude is reduced.

2. Bank angle is leveled.

3. Thrust is applied as required.

4. Speed brakes are retracted.

5. If in landing configuration, flaps are maintained and landing gear is retracted if necessary.

**Notes:**

Aerodynamic recovery is prioritized before any other action.",STALL RECOVERY,success,,,1.575,1.4233,"[7.0, 11.0, 5.0]",1.563,3.383
Audio,nan,Unreliable Airspeed,N1,Yes,12/10/2025,, unreliable airspeed.,0.198,0.0,"**Procedure:**

UNRELIABLE AIRSPEED

**Conditions:**

Inconsistent or unreliable speed indications.

**Steps:**

1. The autopilot is set to OFF.

2. The autothrust is set to OFF.

3. The flight directors are set to OFF.

4. Pitch and thrust are adjusted according to reference tables.

5. If necessary, attitude and power are used as the primary reference.

**Notes:**

Abrupt maneuvers are avoided until reliable parameters are confirmed.",UNRELIABLE AIRSPEED,success,,,1.727,1.29,"[8.0, 11.0, 9.0]",1.179,3.104
Audio,nan,TCAS RA,N1,Yes,12/10/2025,," to you, Cassara.",0.226,1.5,The question does not match with the context provided.,,no_match,,,0.544,1.6833,"[8.0, 3.0, 11.0]",0.171,0.941
Audio,nan,Stock Market,N1,No,12/10/2025,, stock market.,0.163,0.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. 1. The thrust levers are set to IDLE.

2. 2. The reversers are deployed to maximum.

3. 3. Braking is applied to maximum.

4. 4. Air Traffic Control is informed.

5. 5. If required, an evacuation is initiated.

**Notes:**

_No data available_",REJECTED TAKEOFF,success,,,1.18,1.8867,"[7.0, 9.0, 2.0]",1.001,2.344
Audio,nan,Famous Painters,N1,No,12/10/2025,, Amos painters.,0.255,0.5,The question does not match with the context provided.,,no_match,,,0.421,1.8767,"[5.0, 2.0, 9.0]",0.077,0.752
Audio,nan,Pet Care,N1,No,12/10/2025,, at Co.,0.164,1.0,The question does not match with the context provided.,,no_match,,,0.484,1.7633,"[3.0, 4.0, 4.0]",0.076,0.725
Audio,nan,Solar System,N1,No,12/10/2025,, Sewer system.,0.21,0.5,The question does not match with the context provided.,,no_match,,,0.421,1.67,"[9.0, 10.0, 9.0]",0.073,0.704
Audio,nan,What is the preflight procedure?,N2,Yes,12/10/2025,, What is the pre-flight procedure?,0.332,0.0,"**Procedure:**

PREFLIGHT PROCEDURE

**Conditions:**

Aircraft is on ground and secured before flight.

**Steps:**

1. The aircraft documents are checked.

2. The circuit breakers are confirmed in normal position.

3. The battery switches are set to ON.

4. The external power is connected if available.

5. The ADIRS selectors are set to NAV.

6. The oxygen pressure is checked.

**Notes:**

Ensure all required equipment is onboard and serviceable.",PREFLIGHT PROCEDURE,success,,,1.748,0.7767,"[1.0, 1.0, 3.0]",1.161,3.241
Audio,nan,Describe the cockpit preparation steps.,N2,Yes,12/10/2025,, Describe the cockpit preparation steps.,0.226,0.0,"**Procedure:**

COCKPIT PREPARATION

**Conditions:**

Before engine start.

**Steps:**

1. 1. The overhead panel is checked.

2. 2. The fuel quantity is checked.

3. 3. The flight plan is entered into the MCDU.

4. 4. The flight instruments are checked and set.

5. 5. The takeoff performance data is inserted.

6. 6. The briefing is completed.

**Notes:**

All systems must be set according to the flight crew operating manual.",COCKPIT PREPARATION,success,,,1.662,0.71,"[1.0, 4.0, 5.0]",1.25,3.138
Audio,nan,How should an engine start be conducted?,N2,Yes,12/10/2025,, How should an engine start be conducted?,0.228,0.0,"**Procedure:**

ENGINE START

**Conditions:**

Aircraft ready for engine start.

**Steps:**

1. The beacon light is set to ON.

2. The parking brake is set.

3. The engine mode selector is set to IGN/START.

4. The engine master switch is set to ON for the engine to be started.

5. Engine parameters are monitored until stabilized.

**Notes:**

Ground crew is informed before start.",ENGINE START,success,,,1.635,0.96,"[2.0, 1.0, 2.0]",1.04,2.904
Audio,nan,What does the before taxi procedure involve?,N2,Yes,12/10/2025,, What does the before taxi procedure involve?,0.325,0.0,"**Procedure:**

BEFORE TAXI

**Conditions:**

Engines stabilized and ready to taxi.

**Steps:**

1. The ground equipment is cleared.

2. The flaps are set for takeoff.

3. The flight controls are checked.

4. The flight instruments are cross-checked.

5. The taxi clearance is obtained.

**Notes:**

_No data available_",BEFORE TAXI,success,,,1.25,0.73,"[2.0, 2.0, 5.0]",1.126,2.701
Audio,nan,Can you explain the taxi procedure?,N2,Yes,12/10/2025,, Can you explain the taxi procedure?,0.225,0.0,"**Procedure:**

TAXI

**Conditions:**

Taxi clearance received.

**Steps:**

1. The taxi lights are set ON.

2. The brakes are checked.

3. The nose wheel steering is confirmed operative.

4. The taxi route is followed as cleared.

**Notes:**

Taxi speed is limited according to airport procedures.",TAXI,success,,,1.367,0.7967,"[2.0, 2.0, 10.0]",0.925,2.517
Audio,nan,What is done during the before takeoff procedure?,N2,Yes,12/10/2025,, What is done during the before take-off procedure?,0.298,0.0,"**Procedure:**

BEFORE TAKEOFF

**Conditions:**

Lined up or ready for takeoff clearance.

**Steps:**

1. The cabin is secured.

2. The takeoff runway is confirmed.

3. The TCAS is set to TA/RA.

4. The packs are set according to requirement.

5. The flight attendants are advised.

**Notes:**

Final takeoff checklist is completed.",BEFORE TAKEOFF,success,,,1.387,0.85,"[3.0, 3.0, 9.0]",1.038,2.723
Audio,nan,How is a takeoff performed?,N2,Yes,12/10/2025,, How is a take performed?,0.197,0.2,"**Procedure:**

TAKEOFF

**Conditions:**

Takeoff clearance received.

**Steps:**

1. The thrust levers are set to TOGA or FLEX.

2. The aircraft is maintained on centerline.

3. Rotation is performed at VR.

4. Positive climb is confirmed.

5. The landing gear is retracted.

**Notes:**

1. Monitor engine and flight parameters continuously.

2. Air Traffic Control is informed as soon as possible.",TAKEOFF,success,,,1.62,1.3267,"[3.0, 9.0, 2.0]",1.227,3.045
Audio,nan,What are the after takeoff and climb procedures?,N2,Yes,12/10/2025,, What are the after-takeoff and climb procedures?,0.361,0.25,"**Procedure:**

AFTER TAKEOFF AND CLIMB

**Conditions:**

After initial climb out.

**Steps:**

1. The landing gear is retracted.

2. The flaps and slats are retracted on schedule.

3. The climb thrust is set.

4. The autopilot is engaged if desired.

5. The after takeoff checklist is completed.

**Notes:**

Transition altitude is observed for setting standard pressure.",AFTER TAKEOFF AND CLIMB,success,,,1.543,0.66,"[3.0, 3.0, 8.0]",0.928,2.831
Audio,nan,What are the standard actions during cruise flight?,N2,Yes,12/10/2025,, What are the standard actions during cruise flight?,0.249,0.0,The question does not match with the context provided.,,no_match,,,0.728,1.03,"[4.0, 1.0, 3.0]",0.074,1.051
Audio,nan,How should the crew prepare for descent?,N2,Yes,12/10/2025,, How should the crew prepare for a descent?,0.233,0.1429,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.504,0.8667,"[11.0, 4.0, 7.0]",0.822,2.559
Audio,nan,Can you outline the approach procedure?,N2,Yes,12/10/2025,, Can you outline the approach procedure?,0.335,0.0,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.39,1.0567,"[5.0, 4.0, 4.0]",0.93,2.655
Audio,nan,What are the steps for a normal landing?,N2,Yes,12/10/2025,, What are the steps for a normal landing?,0.27,0.0,"**Procedure:**

LANDING

**Conditions:**

Aircraft cleared to land.

**Steps:**

1. The landing configuration is confirmed.

2. The autopilot may be disconnected at minimums or earlier.

3. The aircraft is landed smoothly on main landing gear.

4. Reversers and brakes are used as required.

**Notes:**

Landing roll is monitored until safe taxi speed is reached.",LANDING,success,,,1.498,0.76,"[5.0, 4.0, 5.0]",1.227,2.995
Audio,nan,Explain the after landing procedure.,N2,Yes,12/10/2025,, explained the afterlending procedure.,0.215,0.6,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. The strobe lights are set OFF.

2. The landing lights are set OFF.

3. The APU is started if required.

4. The flaps are retracted.

5. The spoilers are disarmed.

**Notes:**

Ground clearance is obtained before taxiing to stand.",AFTER LANDING,success,,,1.421,1.3667,"[5.0, 7.0, 1.0]",0.901,2.538
Audio,nan,How do you correctly park and secure the aircraft?,N2,Yes,12/10/2025,, How do you correctly park and secure the aircraft?,0.256,0.0,"**Procedure:**

PARKING AND SECURING AIRCRAFT

**Conditions:**

Aircraft parked at gate or stand.

**Steps:**

1. The parking brake is set.

2. The beacon light is set OFF.

3. The engines are shut down with ENGINE MASTER set to OFF.

4. The seat belt signs are set OFF.

5. The external power is connected if available.

6. The ADIRS selectors are set to OFF.

**Notes:**

A full securing checklist is completed before leaving cockpit.",PARKING AND SECURING AIRCRAFT,success,,,1.672,0.96,"[6.0, 5.0, 1.0]",0.923,2.85
Audio,nan,"In case of an engine fire on the ground, what is the procedure?",N2,Yes,12/10/2025,," In case of an engine fire on the ground, what is the procedure?",0.319,0.0,"**Procedure:**

ENGINE FIRE ON GROUND

**Conditions:**

Fire warning in engine during taxi or rejected takeoff.

**Steps:**

1. 1. The ENGINE MASTER of the affected engine is set to OFF.

2. 2. The ENG FIRE pushbutton of the affected engine is pressed.

3. 3. The AGENT 1 pushbutton is discharged.

4. 4. If the fire continues, the AGENT 2 pushbutton is discharged.

5. 5. Air Traffic Control is informed.

6. 6. An evacuation is considered.

**Notes:**

If the fire cannot be extinguished, an immediate evacuation is initiated.",ENGINE FIRE ON GROUND,success,,,1.984,0.8567,"[6.0, 6.0, 10.0]",1.528,3.831
Audio,nan,What is the procedure if an engine fire occurs in flight?,N2,Yes,12/10/2025,, What is the procedure if an engine fire occurs in flight?,0.321,0.0,"**Procedure:**

ENGINE FIRE IN FLIGHT

**Conditions:**

Fire warning in engine during flight.

**Steps:**

1. 1. The thrust lever of the affected engine is set to IDLE.

2. 2. The ENGINE MASTER of the affected engine is set to OFF.

3. 3. The ENG FIRE pushbutton of the affected engine is pressed.

4. 4. The AGENT 1 pushbutton is discharged.

5. 5. If the fire continues, the AGENT 2 pushbutton is discharged.

6. 6. Speed and altitude are adjusted for a possible immediate landing.

**Notes:**

- Air Traffic Control is contacted for diversion and emergency landing.",ENGINE FIRE IN FLIGHT,success,,,2.113,0.7433,"[6.0, 6.0, 9.0]",1.218,3.652
Audio,nan,What are the steps to take during a rapid decompression?,N2,Yes,12/10/2025,, What are the steps to take during a rapid decompression?,0.272,0.0,"**Procedure:**

RAPID DECOMPRESSION

**Conditions:**

Sudden loss of cabin pressure.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. An emergency descent is initiated if required.

4. The seat belt signs are set to ON.

5. Cabin crew and passengers are informed.

**Notes:**

A safe altitude below 10,000 ft is reached as soon as possible.",RAPID DECOMPRESSION,success,,,1.705,0.98,"[7.0, 11.0, 7.0]",1.054,3.031
Audio,nan,How do you perform a stall recovery?,N2,Yes,12/10/2025,, How do you perform a stall recovery?,0.248,0.0,"**Procedure:**

STALL RECOVERY

**Conditions:**

Indication of stall or stall warning.

**Steps:**

1. Pitch attitude is reduced.

2. Bank angle is leveled.

3. Thrust is applied as required.

4. Speed brakes are retracted.

5. If in landing configuration, flaps are maintained and landing gear is retracted if necessary.

**Notes:**

Aerodynamic recovery is prioritized before any other action.",STALL RECOVERY,success,,,1.572,0.9433,"[7.0, 7.0, 8.0]",1.34,3.16
Audio,nan,What is the procedure for unreliable airspeed indications?,N2,Yes,12/10/2025,, What is the procedure for unreliable airspeed indications?,0.377,0.0,"**Procedure:**

UNRELIABLE AIRSPEED

**Conditions:**

Inconsistent or unreliable speed indications.

**Steps:**

1. The autopilot is set to OFF.

2. The autothrust is set to OFF.

3. The flight directors are set to OFF.

4. Pitch and thrust are adjusted according to reference tables.

5. If necessary, attitude and power are used as the primary reference.

**Notes:**

Abrupt maneuvers are avoided until reliable parameters are confirmed.",UNRELIABLE AIRSPEED,success,,,1.625,1.07,"[8.0, 4.0, 10.0]",0.878,2.88
Audio,nan,How should a pilot react to a TCAS RA?,N2,Yes,12/10/2025,, How should a pilot react to a T-CAS RA?,0.308,0.0,"**Procedure:**

TCAS RA

**Conditions:**

Resolution advisory from TCAS.

**Steps:**

1. 1. The autopilot is disconnected.

2. 2. The pitch guidance from TCAS is followed.

3. 3. No maneuver is made opposite to the RA order.

4. 4. When clear, the aircraft returns to the original flight path.

**Notes:**

Immediate compliance is mandatory.",TCAS RA,success,,,1.52,1.2367,"[8.0, 11.0, 3.0]",1.069,2.897
Audio,nan,What is the procedure for a go-around?,N2,Yes,12/10/2025,, What is the procedure for a go around?,0.306,0.2857,"**Procedure:**

GO-AROUND

**Conditions:**

Need to abort landing.

**Steps:**

1. The thrust levers are set to TOGA.

2. The flaps are set according to the procedure.

3. When positive climb is confirmed, the landing gear is retracted.

4. The flight path is established.

5. Air Traffic Control is informed.

**Notes:**

The published missed approach procedure is followed.",GO-AROUND,success,,,1.573,1.1733,"[8.0, 5.0, 9.0]",1.08,2.96
Audio,nan,When and how is a rejected takeoff performed?,N2,Yes,12/10/2025,, when and how is a rejected takeoff performed.,0.284,0.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

_No data available_",REJECTED TAKEOFF,success,,,1.403,0.85,"[9.0, 3.0, 3.0]",0.924,2.612
Audio,nan,What is the procedure for ditching?,N2,Yes,12/10/2025,, What is the procedure for ditching?,0.227,0.0,"**Procedure:**

DITCHING

**Conditions:**

Forced landing on water.

**Steps:**

1. The ditching pushbutton is pressed.

2. Cabin crew and passengers are informed.

3. The approach is configured with landing gear up.

4. The impact is prepared with the brace position.

**Notes:**

Air Traffic Control and SAR are contacted if possible.",DITCHING,success,,,1.447,1.1133,"[9.0, 5.0, 5.0]",0.935,2.609
Audio,nan,How is an evacuation of the aircraft carried out?,N2,Yes,12/10/2025,, I was in evacuation of the aircraft carried out.,0.259,0.3333,"**Procedure:**

EVACUATION

**Conditions:**

Order to evacuate the aircraft.

**Steps:**

1. The parking brake is set ON.

2. The evacuation command is initiated.

3. Both engine masters are set to OFF.

4. The APU is set to OFF.

5. Air Traffic Control is informed.

**Notes:**

_No data available_",EVACUATION,success,,,1.345,1.17,"[9.0, 7.0, 11.0]",0.909,2.514
